subject,module,config,accuracy,kappa,fold_accuracy_std,baseline_accuracy,improvement,improvement_pct,is_best,target_60_reached,target_65_reached
A04,riemannian,Cov(lwf)->TangentSpace->LR,0.5416666666666666,0.38888888888888884,0.06212477841201211,0.503,0.03866666666666663,3.8666666666666627,True,False,False
A06,riemannian,Cov(lwf)->TangentSpace->LR,0.5,0.33333333333333337,0.0428901334803979,0.49,0.010000000000000009,1.0000000000000009,True,False,False
