subject,method,band,window,car,accuracy,kappa,fold_accuracy_std
A05,FBCSP+LDA,8-30Hz,0.5-4.0s,False,0.4791666666666667,0.3055555555555556,0.0409122521479725
A05,CSP+SVM,8-30Hz,0.5-4.0s,True,0.4652777777777778,0.2870370370370371,0.0362358821248009
A05,FBCSP+LDA,8-30Hz,0.5-4.0s,True,0.4652777777777778,0.2870370370370371,0.034065571569921
A05,CSP+SVM,8-30Hz,1.0-4.0s,False,0.4479166666666667,0.2638888888888888,0.0367064097391767
A05,FBCSP+LDA,8-30Hz,1.0-4.0s,False,0.46875,0.2916666666666666,0.0561668116709149
A05,CSP+SVM,8-30Hz,1.0-4.0s,True,0.4479166666666667,0.2638888888888888,0.0360921791333666
A05,FBCSP+LDA,8-30Hz,1.0-4.0s,True,0.4756944444444444,0.3009259259259259,0.0594007312749467
A05,CSP+SVM,7-35Hz,0.5-2.5s,False,0.5104166666666666,0.3472222222222222,0.0674307310010539
A05,FBCSP+LDA,7-35Hz,0.5-2.5s,False,0.5590277777777778,0.4120370370370371,0.0313884242520132
A05,CSP+SVM,7-35Hz,0.5-2.5s,True,0.46875,0.2916666666666666,0.0506556951707281
A05,FBCSP+LDA,7-35Hz,0.5-2.5s,True,0.5763888888888888,0.4351851851851852,0.078040724635648
A05,CSP+SVM,7-35Hz,0.5-3.5s,False,0.4513888888888889,0.2685185185185185,0.0339292884994048
A05,FBCSP+LDA,7-35Hz,0.5-3.5s,False,0.5659722222222222,0.4212962962962963,0.0236147080453522
A05,CSP+SVM,7-35Hz,0.5-3.5s,True,0.4305555555555556,0.2407407407407407,0.0305869697975047
A05,FBCSP+LDA,7-35Hz,0.5-3.5s,True,0.5590277777777778,0.4120370370370371,0.0471331537738565
A05,CSP+SVM,7-35Hz,0.5-4.0s,False,0.4444444444444444,0.2592592592592593,0.0177157443390426
A05,FBCSP+LDA,7-35Hz,0.5-4.0s,False,0.5798611111111112,0.4398148148148147,0.0404751698015002
A05,CSP+SVM,7-35Hz,0.5-4.0s,True,0.4444444444444444,0.2592592592592593,0.0145240967253939
A05,FBCSP+LDA,7-35Hz,0.5-4.0s,True,0.5451388888888888,0.3935185185185185,0.049735200354769
A05,CSP+SVM,7-35Hz,1.0-4.0s,False,0.4513888888888889,0.2685185185185185,0.0325328256382934
A05,FBCSP+LDA,7-35Hz,1.0-4.0s,False,0.5694444444444444,0.4259259259259259,0.0683868913721201
A05,CSP+SVM,7-35Hz,1.0-4.0s,True,0.4513888888888889,0.2685185185185185,0.0333963499754519
A05,FBCSP+LDA,7-35Hz,1.0-4.0s,True,0.53125,0.375,0.0670670331921254
A05,CSP+SVM,4-40Hz,0.5-2.5s,False,0.4618055555555556,0.2824074074074074,0.0445833445627676
A05,FBCSP+LDA,4-40Hz,0.5-2.5s,False,0.7361111111111112,0.6481481481481481,0.046858334352262
A05,CSP+SVM,4-40Hz,0.5-2.5s,True,0.4444444444444444,0.2592592592592593,0.0433273496116415
A05,FBCSP+LDA,4-40Hz,0.5-2.5s,True,0.7291666666666666,0.6388888888888888,0.050870898412419
A05,CSP+SVM,4-40Hz,0.5-3.5s,False,0.4409722222222222,0.2546296296296296,0.0358888046295703
A05,FBCSP+LDA,4-40Hz,0.5-3.5s,False,0.7395833333333334,0.6527777777777778,0.0379606920125774
A05,CSP+SVM,4-40Hz,0.5-3.5s,True,0.4375,0.25,0.0375658661257662
A05,FBCSP+LDA,4-40Hz,0.5-3.5s,True,0.7395833333333334,0.6527777777777778,0.0290943949417648
A05,CSP+SVM,4-40Hz,0.5-4.0s,False,0.46875,0.2916666666666666,0.0679983874843622
A05,FBCSP+LDA,4-40Hz,0.5-4.0s,False,0.7465277777777778,0.662037037037037,0.0168113772158444
A05,CSP+SVM,4-40Hz,0.5-4.0s,True,0.4618055555555556,0.2824074074074074,0.0444686838386938
A05,FBCSP+LDA,4-40Hz,0.5-4.0s,True,0.75,0.6666666666666667,0.0132438037955443
A05,CSP+SVM,4-40Hz,1.0-4.0s,False,0.4409722222222222,0.2546296296296296,0.0488801488995379
A05,FBCSP+LDA,4-40Hz,1.0-4.0s,False,0.7152777777777778,0.6203703703703703,0.0528399128204548
A05,CSP+SVM,4-40Hz,1.0-4.0s,True,0.4131944444444444,0.2175925925925925,0.0530477044691584
A05,FBCSP+LDA,4-40Hz,1.0-4.0s,True,0.7083333333333334,0.6111111111111112,0.0755294314459321
A06,CSP+SVM,8-30Hz,0.5-2.5s,False,0.4618055555555556,0.2824074074074074,0.0573046267590464
A06,FBCSP+LDA,8-30Hz,0.5-2.5s,False,0.3645833333333333,0.1527777777777778,0.06523411915387
A06,CSP+SVM,8-30Hz,0.5-2.5s,True,0.4305555555555556,0.2407407407407407,0.0685712720723336
A06,FBCSP+LDA,8-30Hz,0.5-2.5s,True,0.3333333333333333,0.1111111111111111,0.1054606973326133
A06,CSP+SVM,8-30Hz,0.5-3.5s,False,0.4201388888888889,0.2268518518518518,0.0821037957630029
